,Student ID,Student Name,Library,Resources,Finance,Scholarships,Academic Date,Study Time,Team,GPA,test,assignment,graduated
29,1353,Brian Wilson,Poor,Online,Paid,No,2020-12-23,Poor,Tier 2,2.15,6.7,8.1,Drop out
30,1354,Kevin Perez,Good,Hybrid,Paid,No,2019-12-13,Poor,Tier 3,3.53,9.1,9.2,Graduated
31,1355,Eric Sparks,Excellent,Hybrid,Paid,No,2019-05-12,Poor,Tier 3,2.91,13.4,12.9,Graduated
32,1356,Kathryn Cole,Poor,Online,Paid,No,2021-10-30,Poor,Tier 3,3.34,14.5,13.2,Graduated
33,1357,Sheila Rivera,Average,Hybrid,Unpaid,No,2020-05-17,Excellent,Tier 3,4.16,9.9,14.4,Graduated
34,1358,Brian Morris,Average,Online,Unpaid,No,2021-02-09,Average,Tier 1,4.41,13.6,13.4,Graduated
35,1359,Chad White,Excellent,Online,Paid,No,2019-12-23,Poor,Tier 2,2.67,9.4,12.0,Graduated
36,1360,Mrs. Kimberly Lamb,Average,Online,Paid,No,2020-08-23,Average,Tier 1,4.89,12.8,10.3,Graduated
37,1361,Dominique Silva,Good,Online,Paid,No,2020-04-23,Poor,Tier 2,3.49,7.2,7.6,Graduated
38,1362,Jennifer Hall,Poor,Offline,Paid,No,2020-09-28,Poor,Tier 1,1.75,14.1,6.6,Drop out
39,1363,Andrew Martinez,Good,Hybrid,Unpaid,No,2021-11-10,Average,Tier 3,3.35,8.2,9.6,Graduated
40,1364,Christopher Walker,Good,Online,Paid,No,2021-08-21,Excellent,Tier 2,1.05,9.6,9.6,Drop out
41,1365,Randall Smith,Good,Online,Paid,No,2021-12-11,Excellent,Tier 1,2.64,12.9,11.4,Graduated
42,1366,Kevin King,Good,Offline,Paid,No,2022-03-13,Poor,Tier 1,4.67,9.5,5.5,Graduated
43,1367,Dale Martinez,Excellent,Hybrid,Paid,No,2020-07-10,Average,Tier 3,2.1,14.9,7.6,Graduated
44,1368,Heather Taylor,Excellent,Offline,Paid,Yes,2021-12-17,Good,Tier 1,1.64,8.4,12.6,Drop out
45,1369,Mr. Richard Thompson Jr.,Average,Hybrid,Unpaid,No,2019-05-15,Good,Tier 3,2.19,7.0,7.5,Graduated
46,1370,Paul Figueroa,Average,Online,Paid,No,2022-01-11,Good,Tier 2,3.99,5.3,6.4,Graduated
47,1371,Wanda Conner,Excellent,Online,Paid,No,2020-04-10,Excellent,Tier 3,2.29,9.6,8.9,Graduated
48,1372,Michael Cooley,Average,Hybrid,Paid,No,2021-04-26,Average,Tier 1,2.12,7.4,8.4,Drop out
49,1373,Tyler Berry,Good,Hybrid,Paid,No,2022-04-11,Average,Tier 3,4.76,5.9,6.2,Graduated
50,1374,Susan Houston,Good,Offline,Paid,No,2021-03-09,Average,Tier 2,1.86,12.1,10.9,Graduated
51,1375,Tammy Bailey,Excellent,Offline,Paid,No,2019-11-02,Good,Tier 1,4.84,11.2,14.5,Graduated
52,1376,Lori Bowen,Average,Online,Paid,Yes,2020-07-09,Poor,Tier 3,1.43,6.7,13.6,Drop out
53,1377,Mary Lucas,Excellent,Online,Paid,No,2020-11-04,Excellent,Tier 3,2.9,9.8,8.1,Graduated
54,1378,Randy Brown,Excellent,Hybrid,Paid,No,2021-11-10,Poor,Tier 3,1.87,5.1,5.2,Drop out
55,1379,Michael Simmons,Poor,Hybrid,Paid,No,2021-07-04,Poor,Tier 1,1.63,7.8,6.6,Drop out
56,1380,Jordan Martinez,Average,Offline,Paid,No,2019-08-02,Excellent,Tier 1,1.22,5.2,13.1,Drop out
57,1381,Christopher Woodard,Poor,Offline,Paid,No,2020-11-23,Average,Tier 1,4.85,11.6,9.1,Graduated
58,1382,Robert Fowler,Poor,Online,Paid,No,2019-08-23,Average,Tier 3,2.72,10.7,5.1,Drop out
59,1383,Eric Ferguson,Excellent,Hybrid,Paid,No,2021-10-07,Poor,Tier 1,2.28,7.4,8.0,Drop out
60,1384,Matthew Richardson,Excellent,Hybrid,Paid,No,2021-08-31,Average,Tier 1,3.33,5.1,8.7,Graduated
61,1385,Kristen Clark,Average,Offline,Paid,No,2021-11-10,Average,Tier 3,3.0,11.7,8.6,Graduated
62,1386,Nicholas Rivera,Poor,Online,Paid,No,2020-07-29,Poor,Tier 3,4.05,9.1,11.5,Graduated
63,1387,Rachael Cooper,Average,Online,Unpaid,No,2021-05-17,Average,Tier 1,2.99,7.2,5.3,Drop out
64,1388,Michael Whitaker,Good,Online,Paid,No,2019-09-23,Poor,Tier 3,1.64,11.2,5.6,Drop out
65,1389,Adam Ferguson,Good,Online,Unpaid,No,2021-09-19,Poor,Tier 2,3.38,8.9,7.9,Graduated
66,1390,Gina Torres,Poor,Offline,Paid,No,2021-06-11,Excellent,Tier 2,2.5,9.6,12.2,Graduated
67,1391,Abigail Johnson,Poor,Hybrid,Paid,Yes,2021-12-25,Good,Tier 1,2.62,14.3,14.7,Graduated
68,1392,Jennifer Prince,Good,Offline,Paid,No,2020-08-09,Poor,Tier 1,2.36,9.1,7.0,Drop out
69,1393,Steve Fuller,Good,Offline,Paid,No,2021-08-28,Average,Tier 2,3.93,11.8,14.6,Graduated
70,1394,Kristen Huff DDS,Average,Online,Paid,No,2020-11-02,Good,Tier 3,2.69,9.6,10.6,Graduated
71,1395,Michael Simpson,Average,Hybrid,Paid,No,2021-02-27,Average,Tier 3,1.35,11.8,10.7,Graduated
72,1396,Melissa Smith,Poor,Offline,Paid,No,2022-03-09,Poor,Tier 3,2.29,5.7,13.4,Drop out
73,1397,Kelly Jimenez,Average,Hybrid,Unpaid,No,2022-03-17,Excellent,Tier 1,2.93,9.1,14.1,Graduated
74,1398,Jennifer Love,Good,Hybrid,Paid,No,2021-03-26,Poor,Tier 3,3.53,9.8,6.4,Graduated
75,1399,Michael Turner,Excellent,Offline,Paid,No,2020-12-18,Excellent,Tier 3,3.24,8.8,10.5,Graduated
76,1400,Christopher Fox,Good,Offline,Unpaid,No,2019-09-23,Poor,Tier 1,2.05,11.2,8.5,Drop out
77,1401,Sierra Johnson,Average,Online,Unpaid,No,2021-02-19,Poor,Tier 1,4.01,12.0,13.1,Graduated
78,1402,Jennifer Gregory,Average,Offline,Paid,No,2021-06-07,Average,Tier 3,3.22,8.9,14.2,Graduated
79,1403,Jerry Jacobson,Good,Offline,Paid,No,2021-09-18,Poor,Tier 1,2.05,5.6,5.3,Drop out
80,1404,Jake Choi,Average,Offline,Paid,No,2021-10-10,Average,Tier 1,2.47,12.7,11.0,Graduated
81,1405,Lauren Hernandez,Excellent,Hybrid,Paid,No,2020-04-10,Poor,Tier 3,1.7,8.6,10.5,Drop out
82,1406,Robert Gardner,Good,Online,Paid,No,2022-04-14,Excellent,Tier 3,4.86,9.9,14.0,Graduated
83,1407,Kevin Burch,Good,Offline,Paid,No,2019-06-02,Poor,Tier 2,2.19,14.7,7.1,Graduated
84,1408,Christopher Osborne,Poor,Offline,Paid,No,2021-12-13,Poor,Tier 3,2.57,5.8,13.2,Graduated
85,1409,Jackie Smith,Good,Online,Paid,No,2021-09-12,Poor,Tier 3,2.43,11.8,5.8,Drop out
86,1410,Angela Wright,Poor,Offline,Paid,No,2020-10-22,Poor,Tier 3,3.6,13.5,12.4,Graduated
87,1411,Jeffrey Marshall,Average,Online,Paid,No,2022-01-01,Poor,Tier 3,2.63,12.7,13.5,Graduated
88,1412,Mrs. Nicole Daniels DVM,Good,Offline,Paid,No,2021-05-17,Average,Tier 1,2.23,8.3,10.0,Drop out
89,1413,Cody Watkins,Excellent,Online,Paid,Yes,2021-09-30,Excellent,Tier 3,2.95,14.7,14.5,Graduated
90,1414,Stephen Hernandez,Average,Hybrid,Paid,No,2021-12-24,Poor,Tier 2,2.12,10.0,14.9,Graduated
91,1415,Matthew Brooks,Excellent,Offline,Paid,No,2020-11-06,Average,Tier 2,4.83,5.5,7.9,Graduated
92,1416,Christina Wright,Good,Offline,Paid,No,2020-06-21,Poor,Tier 1,2.77,15.0,10.6,Graduated
93,1417,Alyssa Phillips,Average,Hybrid,Paid,Yes,2021-07-09,Excellent,Tier 3,2.9,8.7,13.2,Graduated
94,1418,Scott Nguyen,Excellent,Offline,Paid,Yes,2022-04-17,Excellent,Tier 3,2.28,11.7,9.4,Graduated
95,1419,Kristen Wolf,Poor,Online,Paid,No,2021-01-24,Excellent,Tier 1,4.23,5.3,12.9,Graduated
96,1420,Samantha Fields,Average,Offline,Paid,No,2019-12-10,Excellent,Tier 1,2.63,14.3,5.4,Graduated
97,1421,Monica Barber,Good,Hybrid,Paid,No,2019-10-12,Poor,Tier 2,2.53,10.2,7.9,Graduated
98,1422,Michael Johnson,Poor,Online,Unpaid,No,2021-01-17,Average,Tier 1,2.38,9.0,10.0,Drop out
99,1423,Katherine Moore,Poor,Hybrid,Paid,No,2021-03-28,Poor,Tier 3,2.46,9.6,5.5,Drop out
100,1424,Natasha Burke,Good,Offline,Paid,No,2019-08-18,Poor,Tier 3,2.13,12.0,12.2,Graduated
101,1425,Michelle Harper,Average,Offline,Paid,No,2019-07-05,Excellent,Tier 2,4.64,12.6,14.9,Graduated
102,1426,Beth Leon,Good,Hybrid,Paid,No,2022-01-15,Poor,Tier 3,3.88,12.1,6.2,Graduated
103,1427,Miguel Berry,Excellent,Offline,Paid,No,2020-10-26,Poor,Tier 2,4.65,10.1,7.6,Graduated
104,1428,Pamela Lee,Average,Offline,Paid,No,2021-08-12,Average,Tier 2,3.19,12.2,6.1,Graduated
105,1429,Erica Ramirez,Excellent,Hybrid,Paid,No,2020-12-25,Poor,Tier 1,4.3,9.6,10.0,Graduated
106,1430,Nicole Munoz,Average,Hybrid,Paid,No,2021-09-16,Average,Tier 1,1.31,12.9,8.5,Drop out
107,1431,Casey Berg,Good,Offline,Paid,No,2020-07-15,Average,Tier 2,3.09,10.3,11.0,Graduated
108,1432,Stuart Dominguez,Average,Online,Unpaid,No,2020-02-09,Average,Tier 2,2.71,11.0,14.1,Graduated
109,1433,Anthony Dean,Poor,Online,Paid,No,2020-10-31,Excellent,Tier 2,4.98,6.9,13.2,Graduated
110,1434,Michael Thomas,Average,Offline,Paid,No,2021-03-05,Poor,Tier 3,3.61,7.4,14.6,Graduated
111,1435,James Foster,Average,Offline,Paid,No,2019-10-07,Good,Tier 2,4.51,6.0,5.9,Graduated
112,1436,Lisa Curtis,Excellent,Online,Unpaid,No,2021-10-25,Poor,Tier 2,4.88,7.1,13.0,Graduated
113,1437,Leslie Jones,Average,Offline,Unpaid,No,2021-07-05,Poor,Tier 3,1.87,10.7,7.3,Drop out
114,1438,Nicole Gonzalez,Average,Hybrid,Unpaid,No,2021-11-03,Poor,Tier 3,3.55,11.1,10.8,Graduated
115,1439,Regina Richmond,Good,Offline,Paid,No,2021-04-14,Excellent,Tier 2,1.99,9.3,12.0,Graduated
116,1440,Cheyenne Taylor,Excellent,Hybrid,Unpaid,No,2022-01-06,Excellent,Tier 1,3.87,5.8,11.9,Graduated
117,1441,Molly Johnson,Average,Online,Paid,No,2021-05-02,Poor,Tier 2,1.3,6.0,5.9,Drop out
118,1442,Michael Lester,Poor,Hybrid,Paid,Yes,2021-12-03,Poor,Tier 1,3.75,11.6,10.8,Graduated
119,1443,Brad White,Excellent,Offline,Unpaid,No,2020-11-23,Poor,Tier 3,1.72,13.6,11.4,Graduated
120,1444,Ms. Melissa Robertson,Average,Offline,Paid,No,2021-06-02,Poor,Tier 1,3.39,5.1,5.7,Drop out
121,1445,Billy Fisher,Good,Hybrid,Paid,No,2020-06-13,Average,Tier 2,1.1,11.6,14.0,Graduated
122,1446,Matthew Daniel,Excellent,Offline,Paid,No,2021-02-05,Excellent,Tier 1,1.96,10.1,10.9,Graduated
123,1447,Tanner Hunter,Average,Hybrid,Paid,No,2021-11-12,Poor,Tier 1,1.05,10.4,11.2,Drop out
124,1448,Jared Mccoy,Poor,Offline,Paid,No,2021-09-04,Excellent,Tier 3,4.62,5.3,8.1,Graduated
125,1449,Gloria Willis,Average,Offline,Paid,No,2019-10-17,Average,Tier 1,4.82,5.4,6.9,Graduated
126,1450,Beverly Stark,Excellent,Online,Paid,No,2022-01-18,Average,Tier 1,2.22,12.5,12.7,Graduated
127,1451,John Parker,Excellent,Offline,Paid,No,2020-11-12,Average,Tier 2,1.96,9.0,12.5,Graduated
128,1452,Timothy Griffin,Good,Offline,Paid,No,2022-05-02,Excellent,Tier 2,3.72,8.0,5.9,Graduated
129,1453,Michael Ballard,Average,Online,Paid,Yes,2019-08-03,Average,Tier 3,1.08,9.2,7.7,Drop out
130,1454,Betty Brown,Excellent,Offline,Paid,No,2020-01-18,Average,Tier 3,3.51,14.4,12.6,Graduated
131,1455,Scott Nielsen,Poor,Online,Paid,No,2019-06-02,Poor,Tier 1,4.04,14.5,13.5,Graduated
132,1456,John Harris,Excellent,Online,Paid,No,2019-08-14,Poor,Tier 3,1.96,8.4,14.8,Graduated
133,1457,Jennifer Bryant,Poor,Hybrid,Paid,No,2019-06-02,Average,Tier 3,3.1,7.6,6.5,Graduated
134,1458,Darryl Olson,Poor,Online,Paid,No,2020-08-11,Poor,Tier 1,3.14,8.2,7.9,Drop out
135,1459,Aaron Moran,Good,Offline,Unpaid,Yes,2021-11-25,Excellent,Tier 3,1.62,11.4,12.8,Graduated
136,1460,Steven Mathews,Excellent,Offline,Paid,No,2020-04-28,Poor,Tier 1,3.96,8.5,13.2,Graduated
137,1461,Kayla Mills,Good,Offline,Paid,No,2019-10-20,Poor,Tier 1,4.66,13.5,9.8,Graduated
138,1462,Katherine Glass,Poor,Hybrid,Paid,No,2019-11-28,Poor,Tier 2,1.78,6.5,8.9,Drop out
139,1463,Bradley Owens,Excellent,Hybrid,Paid,No,2021-03-22,Excellent,Tier 3,3.0,7.5,11.8,Graduated
140,1464,Susan White,Average,Hybrid,Paid,No,2019-09-26,Excellent,Tier 3,3.81,10.4,6.8,Graduated
141,1465,Diana Meyer,Poor,Offline,Paid,Yes,2022-02-22,Good,Tier 3,1.58,9.1,5.5,Drop out
142,1466,Pamela Phillips,Excellent,Hybrid,Paid,No,2019-07-21,Good,Tier 3,1.17,7.9,9.0,Drop out
143,1467,Courtney Hunter,Average,Offline,Unpaid,Yes,2019-12-05,Poor,Tier 2,2.17,11.2,12.5,Graduated
144,1468,John Cantrell,Good,Hybrid,Paid,No,2022-03-19,Good,Tier 3,4.15,7.7,12.2,Graduated
145,1469,Alex Wallace,Good,Offline,Paid,No,2020-04-03,Poor,Tier 2,1.56,5.5,15.0,Drop out
146,1470,Vanessa Wong,Average,Hybrid,Paid,No,2019-11-03,Poor,Tier 1,4.07,7.2,12.0,Graduated
147,1471,Kristen Williams,Excellent,Online,Unpaid,No,2019-05-23,Average,Tier 3,1.64,13.2,12.4,Graduated
148,1472,Thomas Robinson,Excellent,Offline,Paid,No,2020-07-05,Poor,Tier 1,1.06,14.3,14.7,Graduated
149,1473,Lisa Williams,Poor,Online,Paid,No,2021-06-01,Average,Tier 1,2.95,7.7,11.9,Drop out
150,1474,Jeremy Price,Average,Online,Paid,No,2019-06-26,Poor,Tier 3,3.8,6.7,8.4,Graduated
151,1475,Donna Martinez,Average,Offline,Paid,No,2020-03-24,Average,Tier 2,2.38,11.1,11.9,Graduated
152,1476,Joseph Stein,Poor,Online,Paid,No,2019-07-12,Average,Tier 3,3.61,8.6,12.8,Graduated
153,1477,Jeffrey Miller,Average,Hybrid,Paid,No,2019-11-29,Excellent,Tier 1,2.23,7.4,13.8,Graduated
154,1478,Paul Thompson,Poor,Offline,Paid,No,2020-10-17,Average,Tier 2,3.36,13.3,9.7,Graduated
155,1479,Thomas Armstrong,Good,Hybrid,Paid,No,2020-02-22,Poor,Tier 1,3.07,9.2,10.5,Graduated
156,1480,Mary Glover,Poor,Offline,Paid,No,2021-12-14,Excellent,Tier 2,1.75,12.6,11.3,Graduated
157,1481,Ronald James,Average,Offline,Paid,No,2020-12-08,Average,Tier 1,4.38,12.4,12.2,Graduated
158,1482,Cynthia Anderson,Good,Offline,Paid,No,2019-08-04,Average,Tier 1,1.99,11.3,10.2,Drop out
159,1483,Colleen Velasquez,Good,Hybrid,Paid,No,2021-04-18,Average,Tier 3,1.4,7.9,9.8,Drop out
160,1484,Amy Combs,Good,Online,Paid,No,2019-12-23,Average,Tier 1,1.21,11.6,5.7,Drop out
161,1485,Audrey Weiss,Excellent,Hybrid,Paid,No,2020-04-16,Average,Tier 3,4.68,10.1,12.8,Graduated
162,1486,Kyle Wolfe,Average,Hybrid,Paid,Yes,2021-07-09,Average,Tier 3,3.79,14.3,5.8,Graduated
163,1487,Steven Smith,Excellent,Offline,Paid,No,2019-08-03,Poor,Tier 2,2.77,5.9,5.8,Drop out
164,1488,Annette Huff,Excellent,Hybrid,Paid,No,2022-02-01,Poor,Tier 3,4.26,14.7,7.1,Graduated
165,1489,Adam Wood,Poor,Offline,Paid,No,2020-04-30,Excellent,Tier 1,2.17,7.7,8.3,Drop out
166,1490,Patrick Thomas,Average,Online,Paid,No,2019-11-14,Good,Tier 1,2.39,11.7,6.0,Drop out
167,1491,Jessica Berry,Poor,Offline,Unpaid,No,2019-05-24,Poor,Tier 1,2.07,5.3,11.9,Drop out
168,1492,Jose Hull,Good,Hybrid,Paid,No,2021-09-21,Poor,Tier 2,4.12,12.3,13.1,Graduated
169,1493,Brian Carr,Excellent,Online,Paid,No,2019-12-27,Poor,Tier 3,4.29,11.4,6.1,Graduated
170,1494,Renee Stephenson MD,Poor,Hybrid,Paid,No,2020-07-20,Good,Tier 1,1.03,11.3,14.5,Drop out
171,1495,Shawna Henderson,Good,Hybrid,Paid,No,2019-08-28,Good,Tier 1,2.75,7.0,14.6,Graduated
172,1496,John Hall,Excellent,Online,Paid,No,2020-08-11,Poor,Tier 1,3.65,7.0,11.8,Graduated
173,1497,Fernando Davis,Poor,Offline,Paid,No,2019-06-23,Poor,Tier 3,2.25,8.2,14.9,Graduated
174,1498,Don Glover,Good,Offline,Paid,No,2020-02-07,Poor,Tier 3,2.16,5.4,14.3,Graduated
175,1499,Leslie Alexander,Average,Online,Paid,No,2021-04-09,Average,Tier 1,3.66,7.6,6.8,Drop out
176,1500,Shannon Jennings,Excellent,Online,Paid,No,2019-09-13,Poor,Tier 3,4.56,5.6,11.3,Graduated
177,1501,Emily Davis,Good,Hybrid,Paid,No,2019-11-23,Average,Tier 2,2.55,5.2,6.1,Drop out
178,1502,Mr. Bruce Mason,Average,Online,Paid,No,2020-12-06,Average,Tier 3,3.38,9.6,7.8,Graduated
179,1503,Alan Li,Good,Hybrid,Paid,No,2022-03-06,Excellent,Tier 2,3.28,14.9,11.2,Graduated
180,1504,Heather Cox,Excellent,Hybrid,Paid,No,2022-05-11,Excellent,Tier 3,1.98,14.1,6.3,Graduated
181,1505,Annette Cooper,Poor,Online,Paid,No,2020-03-20,Average,Tier 3,1.01,6.7,13.1,Drop out
182,1506,Louis Oconnor,Good,Online,Paid,No,2019-09-28,Excellent,Tier 2,4.03,9.6,11.3,Graduated
183,1507,Lisa Conway,Excellent,Online,Paid,No,2019-06-10,Average,Tier 3,1.07,13.0,7.6,Drop out
184,1508,Robert Stewart,Excellent,Hybrid,Paid,Yes,2020-02-25,Excellent,Tier 3,4.39,11.9,6.6,Graduated
185,1509,Terri Santos,Good,Hybrid,Paid,No,2022-01-23,Average,Tier 3,4.63,6.7,14.4,Graduated
186,1510,Howard Blackburn,Good,Hybrid,Paid,No,2022-03-07,Excellent,Tier 3,2.22,5.0,10.5,Graduated
187,1511,Cynthia Chavez,Average,Hybrid,Paid,No,2022-01-04,Poor,Tier 3,1.22,9.8,14.4,Graduated
188,1512,Shannon Smith,Excellent,Online,Paid,No,2020-02-25,Poor,Tier 3,3.27,8.9,5.4,Graduated
189,1513,Elizabeth Cox,Good,Online,Paid,No,2019-10-18,Poor,Tier 1,3.49,7.4,8.3,Graduated
190,1514,Cynthia Brown,Poor,Online,Paid,No,2020-07-03,Poor,Tier 1,3.21,9.9,5.5,Drop out
191,1515,John Macias,Average,Hybrid,Paid,No,2022-03-31,Poor,Tier 1,3.6,5.1,5.4,Drop out
192,1516,Kathleen Thomas,Excellent,Online,Paid,No,2019-11-19,Excellent,Tier 3,4.47,9.7,7.5,Graduated
193,1517,Terry Farrell,Poor,Hybrid,Paid,No,2022-02-20,Poor,Tier 1,1.98,9.3,7.9,Drop out
194,1518,Brianna Glover,Good,Hybrid,Paid,No,2020-08-12,Excellent,Tier 1,3.4,12.6,10.2,Graduated
195,1519,Nancy Rodriguez DDS,Poor,Hybrid,Paid,Yes,2020-04-27,Poor,Tier 3,2.86,10.2,5.2,Drop out
196,1520,Jason Leonard,Average,Hybrid,Paid,No,2021-06-15,Good,Tier 2,3.29,12.6,6.5,Graduated
197,1521,John Moreno,Average,Hybrid,Unpaid,Yes,2020-05-27,Average,Tier 2,1.29,13.8,6.2,Drop out
198,1522,Randy Watts,Good,Online,Unpaid,No,2019-09-01,Poor,Tier 3,3.54,5.3,10.9,Graduated
199,1523,Terrance Cohen,Average,Offline,Unpaid,No,2019-06-28,Average,Tier 2,3.84,12.0,7.3,Graduated
200,1524,Pamela Johnson,Poor,Hybrid,Paid,Yes,2021-05-05,Excellent,Tier 2,1.74,8.5,9.3,Drop out
201,1525,Jody Martin,Poor,Offline,Paid,No,2022-02-12,Average,Tier 3,4.9,13.0,6.2,Graduated
202,1526,Timothy Christensen,Good,Hybrid,Paid,Yes,2021-04-15,Average,Tier 3,4.03,11.8,7.4,Graduated
203,1527,Marilyn Kelly,Average,Online,Paid,No,2019-11-27,Excellent,Tier 3,1.35,11.5,11.0,Graduated
204,1528,Vicki Nguyen,Average,Online,Paid,No,2021-12-22,Poor,Tier 3,3.25,11.5,5.1,Graduated
205,1529,Kara Garcia,Good,Hybrid,Paid,Yes,2020-12-28,Excellent,Tier 1,1.63,14.6,11.1,Graduated
206,1530,Brett Patterson,Excellent,Offline,Paid,Yes,2020-06-28,Average,Tier 1,2.04,9.5,5.6,Drop out
207,1531,Rhonda Thompson,Excellent,Hybrid,Unpaid,No,2019-05-17,Poor,Tier 3,3.43,14.1,14.1,Graduated
208,1532,Alejandro Murray,Poor,Offline,Unpaid,Yes,2020-12-09,Excellent,Tier 2,1.48,7.5,5.1,Drop out
209,1533,Michael Williams,Average,Online,Paid,No,2020-03-25,Poor,Tier 3,4.02,12.0,13.7,Graduated
210,1534,David Salinas,Poor,Offline,Paid,No,2021-02-04,Poor,Tier 1,4.73,10.2,7.0,Graduated
211,1535,William Fields,Good,Online,Paid,Yes,2021-07-20,Good,Tier 1,1.34,5.9,8.2,Drop out
212,1536,Tracey Scott,Poor,Online,Paid,No,2019-07-03,Average,Tier 1,2.76,11.8,10.7,Graduated
213,1537,Timothy Moss,Good,Offline,Paid,No,2021-07-01,Excellent,Tier 3,2.05,8.3,9.6,Graduated
214,1538,Leah Stevens,Good,Hybrid,Paid,No,2021-10-31,Poor,Tier 1,2.71,13.4,9.0,Graduated
215,1539,Carolyn Roach,Excellent,Online,Unpaid,No,2020-10-06,Good,Tier 3,2.09,8.3,5.9,Drop out
216,1540,Jennifer Martinez,Good,Online,Paid,No,2020-08-31,Average,Tier 3,3.15,9.8,14.9,Graduated
217,1541,Jacob Stewart,Good,Online,Paid,No,2022-02-09,Poor,Tier 3,2.41,8.4,13.6,Graduated
218,1542,Jason Klein,Good,Hybrid,Paid,No,2019-10-11,Excellent,Tier 2,4.07,5.0,12.6,Graduated
219,1543,Daniel Garcia,Good,Offline,Paid,No,2020-10-05,Excellent,Tier 1,3.0,6.2,12.8,Graduated
220,1544,Joseph Bonilla,Average,Offline,Paid,No,2021-01-03,Excellent,Tier 3,3.64,5.1,6.2,Graduated
221,1545,James Hall,Average,Online,Paid,No,2022-01-21,Poor,Tier 3,3.99,10.4,12.8,Graduated
222,1546,Amy Sharp,Good,Online,Paid,No,2020-02-19,Average,Tier 1,2.99,11.7,5.3,Drop out
223,1547,Jeffrey Schultz,Excellent,Online,Paid,No,2022-03-27,Average,Tier 1,2.43,11.5,6.6,Drop out
224,1548,Sean Garcia,Good,Offline,Paid,No,2021-12-19,Poor,Tier 2,1.78,12.6,12.1,Graduated
